species,family,order,has_specimen,trnLF completed?,ITS completed?,rpl16 completed?,trnK-matK completed?
Pseudocalliergon trifarium,Amblystegiaceae,Hypnales,true,false,false,false,false
Scorpidium revolvens,Amblystegiaceae,Hypnales,true,true,true,true,false
Brachytheciastrum collinum,Brachytheciaceae,Hypnales,false,false,false,false,false
Brachythecium glareosum,Brachytheciaceae,Hypnales,true,true,true,true,false
Cirriphyllum crassinervium,Brachytheciaceae,Hypnales,true,true,true,true,false
Plasteurhynchium striatulum,Brachytheciaceae,Hypnales,true,true,false,true,false
Rhynchostegium rotundifolium,Brachytheciaceae,Hypnales,true,true,true,true,false
Sciuro-hypnum oedipodium,Brachytheciaceae,Hypnales,true,true,false,true,false
Scorpiurium circinatum,Brachytheciaceae,Hypnales,true,true,true,true,false
Warnstorfia fluitans,Calliergonaceae,Hypnales,true,false,false,false,false
Dichelyma capillaceum,Fontinalaceae,Hypnales,false,false,false,false,false
Rhytidiadelphus squarrosus,Hylocomiaceae,Hypnales,true,true,true,true,false
Campylophyllum calcareum,Hypnaceae,Hypnales,true,true,false,false,false
Hypnum procerrimum,Hypnaceae,Hypnales,true,true,true,true,false
Orthothecium chryseon,Hypnaceae,Hypnales,false,false,false,false,false
Taxiphyllum wissgrillii,Hypnaceae,Hypnales,true,true,true,true,false
Pseudoleskea patens,Leskeaceae,Hypnales,true,false,false,false,false
Thamnobryum neckeroides,Neckeraceae,Hypnales,true,false,false,false,false
Grimmia meridionalis,Grimmiaceae,Grimmiales,false,false,false,false,false
Grimmia pulvinata,Grimmiaceae,Grimmiales,true,true,false,true,false
Plagiothecium denticulatum,Plagiotheciaceae,Hypnales,true,true,true,false,false
Plagiothecium denticulatum,Plagiotheciaceae,Hypnales,true,false,false,false,false
Pseudoleskeella rupestris,Leskeaceae,Hypnales,false,false,false,false,false
Rhynchostegiella tenuicaulis,Brachytheciaceae,Hypnales,true,true,true,true,false
Orthotrichum diaphanum,Orthotrichaceae,Orthotrichales,true,false,false,false,false
Orthotrichum rivulare,Orthotrichaceae,Orthotrichales,false,false,false,false,false
Orthotrichum rupestre,Orthotrichaceae,Orthotrichales,true,true,true,true,false
Orthotrichum tenellum,Orthotrichaceae,Orthotrichales,true,true,true,true,false
Ulota phyllantha,Orthotrichaceae,Orthotrichales,false,false,false,false,false
Anoectangium aestivum,Pottiaceae,Pottiales,true,true,true,true,false
Bryoerythrophyllum recurvirostrum,Pottiaceae,Pottiales,true,true,true,true,false
Didymodon asperifolius,Pottiaceae,Pottiales,true,true,true,false,false
Didymodon spadiceus,Pottiaceae,Pottiales,true,true,true,false,false
Ephemerum minutissimum,Pottiaceae,Pottiales,true,true,false,false,false
Gymnostomum aeruginosum,Pottiaceae,Pottiales,true,true,true,true,false
Leptodontium gemmascens,Pottiaceae,Pottiales,false,false,false,false,false
Molendoa hornschuchiana,Pottiaceae,Pottiales,false,false,false,false,false
Pseudocrossidium revolutum,Pottiaceae,Pottiales,true,true,true,true,false
Tortella flavovirens,Pottiaceae,Pottiales,false,false,false,false,false
Tortula atrovirens,Pottiaceae,Pottiales,true,true,false,true,false
Tortula leucostoma,Pottiaceae,Pottiales,false,false,false,false,false
Tortula systylia,Pottiaceae,Pottiales,false,false,false,false,false
Weissia condensa,Pottiaceae,Pottiales,true,true,true,true,false
Amblyodon dealbatus,Meesiaceae,Splachnales,true,true,true,true,false
Splachnum ampullaceum,Splachnaceae,Splachnales,true,true,false,true,false
Tayloria froelichiana,Splachnaceae,Splachnales,true,true,false,true,false
Tetraplodon urceolatus,Splachnaceae,Splachnales,false,false,false,false,false
Oligotrichum hercynicum,Polytrichaceae,Polytrichales,true,false,true,false,false
Polytrichastrum longisetum,Polytrichaceae,Polytrichales,true,true,true,true,false
Sphagnum balticum,Sphagnaceae,Sphagnales,true,false,false,true,false
Sphagnum fimbriatum,Sphagnaceae,Sphagnales,true,true,false,false,false
Sphagnum palustre,Sphagnaceae,Sphagnales,true,true,false,true,false
Sphagnum russowii,Sphagnaceae,Sphagnales,true,true,false,true,false
Tetrodontium repandum,Tetraphidaceae,Tetraphidales,true,true,true,true,true
Botrychium matricariifolium,Ophioglossaceae,Ophioglossales,false,false,false,false,false
Polystichum aculeatum,Dryopteridaceae,Polypodiales,true,true,false,true,false
Plagiomnium affine,Mniaceae,Bryales,true,false,false,false,false
Dicranella staphylina,Dicranaceae,Dicranales,true,true,false,true,false
Pleuridium subulatum,Ditrichaceae,Dicranales,true,true,true,true,false
Cynodontium gracilescens,Rhabdoweisiaceae,Dicranales,false,false,false,false,false
Grimmia muehlenbeckii,Grimmiaceae,Grimmiales,true,true,false,false,false
Ptychomitrium polyphyllum,Ptychomitriaceae,Grimmiales,true,true,false,true,false
Heterocladium heteropterum,Pterigynandraceae,Hypnales,true,false,false,false,false
Hygroamblystegium humile,Amblystegiaceae,Hypnales,true,true,true,false,false
Cynodontium polycarpon,Rhabdoweisiaceae,Dicranales,true,true,true,true,false
Leucodon sciuroides,Leucodontaceae,Hypnales,false,false,false,false,false
Syntrichia virescens,Pottiaceae,Pottiales,true,true,true,true,false
Brachythecium tommasinii,Brachytheciaceae,Hypnales,true,true,true,true,false
Eurhynchium striatum,Brachytheciaceae,Hypnales,true,true,true,true,false
Platyhypnidium lusitanicum,Brachytheciaceae,Hypnales,true,true,true,true,false
Rhytidiadelphus loreus,Hylocomiaceae,Hypnales,true,true,true,true,false
Pseudoleskeella catenulata,Leskeaceae,Hypnales,true,true,true,true,false
Ulota coarctata,Orthotrichaceae,Orthotrichales,true,true,true,false,false
Bryoerythrophyllum ferruginascens,Pottiaceae,Pottiales,true,true,true,true,false
Leptophascum leptophyllum,Pottiaceae,Pottiales,true,true,false,true,false
Agrostis alpina,Poaceae,Poales,false,false,false,false,false
Syntrichia latifolia,Pottiaceae,Pottiales,true,true,true,true,false
Tortula mucronifolia,Pottiaceae,Pottiales,true,true,false,true,false
Atrichum angustatum,Polytrichaceae,Polytrichales,true,true,false,true,false
Sphagnum quinquefarium,Sphagnaceae,Sphagnales,true,true,false,true,false
Alnus incana,Betulaceae,Fagales,true,true,false,true,false
Alopecurus pratensis,Poaceae,Poales,false,false,false,false,false
Amaranthus emarginatus,Amaranthaceae,Caryophyllales,false,false,false,false,false
Amaranthus graecizans,Amaranthaceae,Caryophyllales,false,false,false,false,false
Amelanchier alnifolia,Rosaceae,Rosales,false,false,false,false,false
Agrostis stolonifera,Poaceae,Poales,false,false,false,false,false
Arenaria leptoclados,Caryophyllaceae,Caryophyllales,false,false,false,false,false
Armeria maritima,Plumbaginaceae,Caryophyllales,false,false,false,false,false
Artemisia campestris,Poaceae,Poales,false,false,false,false,false
Artemisia rupestris,Poaceae,Poales,false,false,false,false,false
Bassia laniflora,Chenopodiaceae,Caryophyllales,false,false,false,false,false
Beta vulgaris,Chenopodiaceae,Caryophyllales,false,false,false,false,false
Antennaria carpatica,Asteraceae,Asterales,true,false,false,false,false
Atocion armeria,Caryophyllaceae,Caryophyllales,true,true,true,false,false
Adenophora liliifolia,Campanulaceae,Asterales,true,false,true,false,false
Anthoxanthum aristatum,Poaceae,Poales,true,false,true,false,false
Arctium nemorosum,Asteraceae,Asterales,true,true,true,true,false
Alnus glutinosa,Betulaceae,Fagales,true,false,true,false,false
Atriplex micrantha,Chenopodiaceae,Caryophyllales,true,true,true,true,true
Arnoseris minima,Asteraceae,Asterales,true,true,false,false,false
Atriplex portulacoides,Chenopodiaceae,Caryophyllales,true,false,true,false,false
Betula pubescens,Betulaceae,Fagales,true,false,false,false,false
Bistorta officinalis,Polygonaceae,Caryophyllales,false,false,false,false,false
Brachypodium phoenicoides,Poaceae,Poales,false,false,false,false,false
Bromus commutatus,Poaceae,Poales,false,false,false,false,false
Bromus hordeaceus,Poaceae,Poales,false,false,false,false,false
Bromus racemosus,Poaceae,Poales,false,false,false,false,false
Calamagrostis canescens,Poaceae,Poales,false,false,false,false,false
Sagina nodosa,Caryophyllaceae,Caryophyllales,true,false,false,false,false
Calendula arvensis,Asteraceae,Asterales,false,false,false,false,false
Campanula persicifolia,Campanulaceae,Asterales,true,true,true,true,true
Campanula trachelium,Campanulaceae,Asterales,true,true,true,true,false
Carex elytroides,Cyperaceae,Poales,false,false,false,false,false
Carex buxbaumii,Cyperaceae,Poales,false,false,false,false,false
Carex chordorrhiza,Cyperaceae,Poales,false,false,false,false,false
Carex lepidocarpa,Cyperaceae,Poales,true,true,true,true,false
Carex obtusata,Cyperaceae,Poales,false,false,false,false,false
Carex ornithopoda,Cyperaceae,Poales,false,false,false,false,false
Carex rupestris,Cyperaceae,Poales,false,false,false,false,false
Anthoceros punctatus,Anthocerotaceae,Anthocerotales,false,false,false,false,false
Anastrophyllum michauxii,Scapaniaceae,Jungermanniales,true,true,false,true,false
Barbilophozia lycopodioides,Scapaniaceae,Jungermanniales,true,true,false,false,false
Blepharostoma trichophyllum,Pseudolepicoleaceae,Jungermanniales,true,true,false,false,false
Calypogeia sphagnicola,Calypogeiaceae,Jungermanniales,true,false,false,false,false
Cephaloziella integerrima,Cephaloziellaceae,Jungermanniales,false,false,false,false,false
Cephaloziella massalongi,Cephaloziellaceae,Jungermanniales,false,false,false,false,false
Chiloscyphus polyanthos,Lophocoleaceae,Jungermanniales,true,false,false,false,false
Fossombronia pusilla,Fossombroniaceae,Fossombroniales,true,true,true,true,true
Frullania microphylla,Frullaniaceae,Porellales,false,false,false,false,false
Bassia scoparia,Chenopodiaceae,Caryophyllales,true,true,false,false,false
Carex elongata,Cyperaceae,Poales,true,true,true,false,false
Carex canescens,Cyperaceae,Poales,true,true,true,true,false
Carex ligerica,Cyperaceae,Poales,true,false,false,false,false
Campanula rotundifolia,Campanulaceae,Asterales,true,true,true,true,false
Bromus sterilis,Poaceae,Poales,true,true,true,true,false
Bromus hordeaceus,Gramineae,,true,true,true,true,false
Carex dioica,Cyperaceae,Poales,true,true,true,true,false
Carex pilosa,Cyperaceae,Poales,true,true,false,true,false
Carex acutiformis,Cyperaceae,Poales,true,true,true,true,false
Carex nigra,Cyperaceae,Poales,true,true,false,true,false
Carduus crispus,Compositae,,true,true,true,true,false
Carex appropinquata,Cyperaceae,Poales,true,true,true,false,false
Carlina biebersteinii,Compositae,,true,true,true,true,false
Carex panicea,Cyperaceae,Poales,true,true,true,true,false
Campanula cervicaria,Campanulaceae,Asterales,true,true,true,true,false
Calamagrostis arundinacea,Poaceae,Poales,true,true,true,true,false
Bolboschoenus laticarpus,Cyperaceae,Poales,true,false,true,false,false
Carex laevigata,Cyperaceae,Poales,true,true,true,false,false
Carduus defloratus,Compositae,,true,true,true,true,false
Carex vesicaria,Cyperaceae,Poales,true,true,true,false,false
Carex atherodes,Cyperaceae,Poales,true,false,false,false,false
Carex sylvatica,Cyperaceae,Poales,true,false,false,false,false
Jungermannia paroica,Jungermanniaceae,Jungermanniales,false,false,false,false,false
Leiocolea collaris,Jungermanniaceae,Jungermanniales,true,true,false,false,false
Lepidozia reptans,Lepidoziaceae,Jungermanniales,true,true,true,true,true
Lophocolea heterophylla,Lophocoleaceae,Jungermanniales,true,false,false,false,false
Lophozia longidens,Scapaniaceae,Jungermanniales,true,true,false,true,false
Lophozia wenzelii,Scapaniaceae,Jungermanniales,true,false,false,false,false
Cephaloziella arctogena,Cephaloziellaceae,Jungermanniales,false,false,false,false,false
Cephaloziella stellulifera,Cephaloziellaceae,Jungermanniales,false,false,false,false,false
Harpanthus flotovianus,Harpanthaceae,Jungermanniales,true,true,false,true,false
Marsupella alpina,Gymnomitriacae,Jungermanniales,false,false,false,false,false
Metzgeria fruticulosa,Metzgeriaceae,Metzgeriales,true,true,true,true,false
Mylia anomala,Myliaceae,Jungermanniales,true,false,false,false,false
Odontoschisma elongatum,Cephaloziaceae,Jungermanniales,true,false,false,false,false
Peltolepis quadrata,Cleveaceae,Marchantiales,true,false,false,false,false
Porella arboris-vitae,Porellaceae,Porellales,true,true,true,true,true
Radula lindenbergiana,Radulaceae,Porellales,true,false,false,false,false
Riccia beyrichiana,Ricciaceae,Marchantiales,true,false,false,false,false
Riccia duplex,Ricciaceae,Marchantiales,false,false,false,false,false
Riccia rhenana,Ricciaceae,Marchantiales,true,true,true,false,false
Scapania aequiloba,Scapaniaceae,Jungermanniales,true,true,false,false,false
Centaurea nigrescens,Asteraceae,Asterales,false,false,false,false,false
Scapania obscura,Scapaniaceae,Jungermanniales,false,false,false,false,false
Scapania subalpina,Scapaniaceae,Jungermanniales,true,true,false,true,false
Solenostoma cordifolium,Solenostomataceae,Jungermanniales,true,true,false,false,false
Solenostoma sphaerocarpum,Solenostomataceae,Jungermanniales,true,false,false,false,false
Trichocolea tomentella,Trichocoleaceae,Jungermanniales,true,true,false,false,false
Centaurea triumfettii,Asteraceae,Asterales,false,false,false,false,false
Cerastium brachypetalum,Caryophyllaceae,Caryophyllales,true,true,true,true,false
Chenopodium strictum,Chenopodiaceae,Caryophyllales,true,false,false,false,false
Chlorocrepis staticifolia,Asteraceae,Asterales,false,false,false,false,false
Cotoneaster moupinensis,Rosaceae,Rosales,false,false,false,false,false
Crataegus lindmanii,Rosaceae,Rosales,false,false,false,false,false
Crepis mollis,Asteraceae,Asterales,false,false,false,false,false
Chenopodium glaucum,Chenopodiaceae,Caryophyllales,true,true,true,true,false
Cichorium intybus,Asteraceae,Asterales,true,true,false,true,false
Centaurea montana,Compositae,,true,true,true,true,false
Chenopodium striatiforme,Chenopodiaceae,Caryophyllales,true,true,true,false,false
Crepis aurea,Asteraceae,Asterales,true,false,false,false,false
Chenopodium album,Chenopodiaceae,Caryophyllales,true,true,true,false,false
Cirsium oleraceum,Asteraceae,Asterales,true,true,true,true,false
Catabrosa aquatica,Poaceae,Poales,true,true,true,false,false
Corynephorus canescens,Poaceae,Poales,true,true,true,false,false
Corrigiola litoralis,Caryophyllaceae,Caryophyllales,true,true,true,true,false
Crepis pyrenaica,Asteraceae,Asterales,true,true,true,true,true
Cirsium heterophyllum,Asteraceae,Asterales,true,true,false,true,false
Cerastium dubium,Caryophyllaceae,Caryophyllales,true,true,true,true,false
Cynodon dactylon,Poaceae,Poales,true,true,false,true,false
Chenopodium opulifolium,Chenopodiaceae,Caryophyllales,true,true,true,true,false
Cyperus michelianus,Cyperaceae,Poales,false,false,false,false,false
Dianthus arenarius,Caryophyllaceae,Caryophyllales,false,false,false,false,false
Dianthus carthusianorum,Caryophyllaceae,Caryophyllales,true,true,true,true,false
Doronicum columnae,Asteraceae,Asterales,false,false,false,false,false
Scapania degenii,Scapaniaceae,Jungermanniales,false,false,false,false,false
Scapania irrigua,Scapaniaceae,Jungermanniales,true,true,false,true,false
Solenostoma jensenianum,Solenostomataceae,Jungermanniales,false,false,false,false,false
Doronicum glaciale,Asteraceae,Asterales,false,false,false,false,false
Eleocharis mamillata,Cyperaceae,Poales,false,false,false,false,false
Elymus campestris,Poaceae,Poales,false,false,false,false,false
Erigeron alpinus,Asteraceae,Asterales,false,false,false,false,false
Erigeron alpinus,Asteraceae,Asterales,false,false,false,false,false
Festuca arundinacea,Poaceae,Poales,false,false,false,false,false
Festuca longifolia,Poaceae,Poales,false,false,false,false,false
Fagus sylvatica,Fagaceae,Fagales,true,true,true,true,false
Festuca rubra,Poaceae,Poales,false,false,false,false,false
Festuca rupicola,Poaceae,Poales,false,false,false,false,false
Festuca trichophylla,Poaceae,Poales,false,false,false,false,false
Frangula alnus,Rhamnaceae,Rosales,false,false,false,false,false
Gypsophila fastigiata,Caryophyllaceae,Caryophyllales,true,false,false,false,false
Helictotrichon pratense,Poaceae,Poales,false,false,false,false,false
Heliosperma pusillum,Caryophyllaceae,Caryophyllales,true,true,false,true,false
Heliosperma pusillum,Caryophyllaceae,Caryophyllales,false,false,false,false,false
Hierochloe hirta,Poaceae,Poales,false,false,false,false,false
Hippophae rhamnoides,Elaeagnaceae,Rosales,false,false,false,false,false
Helictotrichon pubescens,Poaceae,Poales,false,false,false,false,false
Jasione laevis,Campanulaceae,Asterales,false,false,false,false,false
Juncus acutiflorus,Juncaceae,Poales,false,false,false,false,false
Hypericum tetrapterum,Hypericaceae,Malpighiales,true,true,true,false,false
Hypochaeris radicata,Compositae,,true,true,true,true,false
